Perimeter,Area,MinR,MaxR,Major_axis,Minor_axis,Orientation,Convex_hull_perimeter,Convex_hull_area,Aspect ratio,Circularity,Roundness,Area equivalent diameter,Perimeter equivalent diameter,Compactness,Solidity,Concavity,Convexity,Shape,Shape factor,R factor,Modification ratio,Sphericity,Bounding box area,Rectangularity,Eccentricity,Equiv_elipse_area,Max_feret,Min_feret,Elongation,HU1,HU2,HU3,HU4,HU5,HU6,HU7,FD1,FD2,FD3,FD4
"185,24","1453,5","10,82","39,82","81,88","22,96","61,85","176,06",1511,"3,57","0,53","0,28","43,02","58,96","4,75","0,96","57,5","0,95","23,61","0,61","0,68","0,26","0,27",3053,"0,48","0,37","5905,8","79,65","23,94","3,33","0,52","1,18","3,99","-9,56","-5,63","-9,98","5,02","10,8","0,34","0,36","23,55"
"175,48",1550,"12,53","36,62","76,36","26,45","50,74","168,19",1598,"2,89","0,63","0,34","44,42","55,86","5,08","0,97",48,"0,96","19,87","0,86","0,7","0,33","0,34",2900,"0,53","0,5","6344,13","73,25","27,09","2,7","0,6","1,43","4,36","10,51","7,94","-10,04","5,23","8,55","0,53","2,3","22,78"
"156,75","1085,5","9,85","33,29","73,38","20,86","55,62","150,06",1129,"3,52","0,56","0,26","37,18","49,9","4,34","0,96","43,5","0,96","22,64","0,72","0,65","0,27","0,3",2337,"0,46","0,52","4809,2","66,57","20,81","3,2","0,54","1,24","3,03","-7,74","-4,75","-7,67","4,03","8,87","1,07","0,85","20,19"
"158,65",1231,"11,66","33,3","67,01","23,39","134,67","152,13",1264,"2,86","0,61","0,35","39,59","50,5","4,84","0,97",33,"0,96","20,45",1,"0,72","0,35","0,35",2601,"0,47","0,57","4924,75","66,6","24,4","2,73","0,59","1,4","4,22","10,12","7,11","9,78","5,08","8,35","0,31","0,15","21,18"
"159,82",1181,"11,18","34,06","68,72","22,72","132,37","153,24",1229,"3,02","0,58","0,32","38,78","50,87","4,68","0,96",48,"0,96","21,63","0,91","0,71","0,33","0,33",2544,"0,46","0,54","4905,88","67,94","25,07","2,71","0,57","1,32","3,54","-8,74","-5,3","9,14","4,62","8,76","0,73","0,28","20,94"
"169,14",1363,"11,31","36,4","74,37","25,52","139,62","164,7",1404,"2,91","0,6","0,31","41,66","53,84","4,83","0,97",41,"0,97","20,99","0,83","0,7","0,3","0,31",2891,"0,47","0,5","5961,63","72,8","29,05","2,51","0,56","1,3","3,39","7,64","4,77","-7,96","3,94","9,54","0,82","0,39","22,5"
"159,14",944,"7,78","35,22","76,06","16,65","140,3","153,89",996,"4,57","0,47","0,21","34,67","50,65","3,98","0,95",52,"0,97","26,83","0,84","0,64","0,2","0,22",2632,"0,36","0,69","3978,55","70,43","17,18","4,1","0,43","0,95","3,07","-7,67","-4,57","-7,92","4,05","10,58","0,72","0,55","19,81"
"162,99",1029,"8,6","35,09","77,49","18,89","145,63","155,16",1084,"4,1","0,49","0,22","36,2","51,88","4,11","0,95",55,"0,95","25,82","0,7","0,64","0,22","0,25",2520,"0,41","0,56","4598,72","70,18","18,75","3,74","0,48","1,08","2,87","-7,3","-4,45","7,52","3,87","10,04","1,07","0,89","20,28"
"168,85",1003,"10,77","32,63","62,36","31,36","172,53","157,61","1344,5","1,99","0,44","0,33","35,74","53,75","4,53","0,75","341,5","0,93","28,43","0,56","0,8","0,35","0,33",2304,"0,44","0,08","6143,69","65,25","45,25","1,44","0,52","1,38","1,81","-5,23","-3,57","-6,71","2,88","8,07","4,19","2,39","19,71"
"166,99",1449,"12,81","34,82","70,55","26,64","123,25","160,62","1477,5","2,65","0,65","0,37","42,95","53,16","5,11","0,98","28,5","0,96","19,25","0,73","0,72","0,36","0,37",2640,"0,55","0,59","5903,85","69,64","26,9","2,59","0,62","1,48","4,08","9,28","5,72","-9,49","4,78","8,2","0,4","0,33","22,64"
"154,75","1079,5","10,82","33,26","65,04","22,54","134,01","148,67",1121,"2,89","0,57","0,32","37,07","49,26","4,6","0,96","41,5","0,96","22,18","0,96","0,73","0,33","0,33",2400,"0,45","0,64","4606,61","66,53","23,14","2,87","0,57","1,33","2,95","7,35","5,12","7,19","3,76","7,17","2,74","5,05","18,68"
"165,82",887,"7,78","37,05","75,49","17,71","146,75","159,15","976,5","4,26","0,41","0,2","33,61","52,78","3,87","0,91","89,5","0,96",31,"0,62","0,67","0,21","0,21",2560,"0,35","0,56","4199,57","74,09","21,47","3,45","0,39","0,86","2,52","-7,53","-4,16","-6,35","3,39","11,42","1,12","1,02","19,91"
"154,23",1111,"10,77","32,89","66,15","22,07","108,73","147,35","1149,5",3,"0,59","0,32","37,61","49,09","4,62","0,97","38,5","0,96","21,41","0,43","0,71","0,33","0,33",1701,"0,65","0,59","4587,02","64,85","23,21","2,79","0,58","1,35","4,4","9,32","5,42","11,03","4,75","8,27","0,19","0,14","20,2"
"175,2",1479,13,"36,46","75,33","27,27","66,54","167,07","1548,5","2,76","0,61","0,33","43,39","55,77",5,"0,96","69,5","0,95","20,75","0,58","0,71","0,35","0,36",2613,"0,57","0,31","6454,57","72,92","29,62","2,46","0,6","1,42","3,29","-8,38","-5,16","8,22","4,33","8,82","1,03","0,98","23,06"
"144,95","1031,5","10,3","30,21","62,02","21,75","151,23","138,55",1075,"2,85","0,62","0,34","36,24","46,14","4,6","0,96","43,5","0,96","20,37","0,62","0,71","0,33","0,34",1870,"0,55","0,72","4236,97","60,42","21,95","2,75","0,6","1,42","3,99","-9,86","-5,95","9,65","5,06","7,31","0,41","0,31","19,21"
"166,02",1454,"13,6","34,01","65,72","28,32","112,4","158,42",1492,"2,32","0,66","0,43","43,03","52,85","5,31","0,97",38,"0,95","18,96","0,62","0,77","0,41","0,4",2457,"0,59","0,66","5847,76","66,65","28,62","2,33","0,65","1,62","3,49","-8,72","-5,46","-9,44","4,65","7,36","0,96","0,66","22,49"
"158,37",1320,"12,53","32,24","65,6","26,54","111,27","151,71","1358,5","2,47","0,66","0,39",41,"50,41","5,06","0,97","38,5","0,96",19,"0,58","0,74","0,38","0,39",2100,"0,63","0,59","5470,25","64,47","26,78","2,41","0,63","1,56","3,28","8,29","6,07","7,94","4,17","7,24","1,03","0,87","21,42"
"173,44","1674,5","14,56","34,68","68,91","30,89","111,96","165,48","1714,5","2,23","0,7","0,45","46,17","55,21","5,56","0,98",40,"0,95","17,96","0,64","0,76","0,42","0,42",2624,"0,64","0,38","6687,95","69,35","31,07","2,23","0,66","1,68","3,64","-9,03","-5,65","-11,07","4,81","7,17","0,87","0,6","23,86"
"133,5","798,5","8,94","28,5","56,79","18,12","167,37","127,77","830,5","3,13","0,56","0,32","31,89","42,49","4,23","0,96",32,"0,96","22,32","0,38","0,72","0,31","0,31",1176,"0,68","0,94","3232,38","57,01","19,09","2,99","0,55","1,27","3,44","7,48","4,51","8,27","3,84","7,49","0,51","0,18","17,3"
"147,74",856,"8,54","30,81","65,83","18,9","8,2","139,7","956,5","3,48","0,49","0,25","33,01","47,03","4,07","0,89","100,5","0,95","25,5","0,36","0,68","0,26","0,28",1342,"0,64","0,43","3908,9","61,61","19,73","3,12","0,49","1,14","2,51","6,41","4,53","6,2","3,25","8,7","1,35","1,38","18,23"
"152,33","945,5","8,25","32,65","68,66","18,9","171,46","146,03","1014,5","3,63","0,51","0,26","34,7","48,49","4,19","0,93",69,"0,96","24,54","0,37","0,68","0,24","0,25",1560,"0,61","0,5","4077,43","65,31","19,81","3,3","0,5","1,13","2,82","-7,17","-4,41","7,72","3,83","9,2","1,13","0,89","19,22"
"144,91",1068,11,"30,5","61,53","22,69","5,72","139,77","1094,5","2,71","0,64","0,36","36,88","46,13","4,7","0,98","26,5","0,96","19,66","0,36","0,72","0,36","0,36",1342,"0,8","0,56","4386,38",61,"24,98","2,44","0,61","1,46","3,79","-9,32","-5,68","9,45","4,88","7,37","0,57","0,36","19,6"
"153,4",1049,"9,85","31,89","71,25","21,22","11,95","146,66","1109,5","3,36","0,56","0,26","36,55","48,83","4,33","0,95","60,5","0,96","22,43","0,44","0,66","0,28","0,31",1764,"0,59","0,4","4750,16","63,79","21,99","2,9","0,54","1,27","2,86","-7,39","-4,6","7,37","3,86","8,49","1,27","1,13","19,74"
"164,47","1467,5","13,34","34,08","67,94","28,06","12,11","158,07","1497,5","2,42","0,68","0,4","43,23","52,35","5,24","0,98",30,"0,96","18,43","0,46","0,74","0,39","0,39",2077,"0,71","0,17","5989,15","68,15","28,83","2,36","0,64","1,58","4,64","10,53","6,5","-10,63","5,4","7,59","0,24","0,19","22,67"
"162,75","1532,5","14,85","32,2","63,66","31,4","129,76","156,5","1571,5","2,03","0,73","0,48","44,17","51,81","5,54","0,98",39,"0,96","17,28","0,89","0,78","0,47","0,46",2592,"0,59","0,32","6280,13","63,89","30,98","2,06","0,69","1,78","3,63","-9,1","-5,75","-10,91","4,86","6,03","2,4","3,67","21,89"
"162,99",1298,"12,73","33,6","70,05","25,72","131,2","157,17","1353,5","2,72","0,61","0,34","40,65","51,88","4,86","0,96","55,5","0,96","20,47","0,87","0,71","0,36","0,38",2640,"0,49","0,49","5660,2","66,6","26,46","2,52","0,61","1,49","2,74","7,29","6,52","-6,85","3,63","8,02","1,86","1,18","21,61"
"179,58","1873,5","16,26","36,17","73,52","33,74","51,65","172,98","1910,5","2,18","0,73","0,44","48,84","57,16","5,7","0,98",37,"0,96","17,21","0,91","0,75","0,44","0,45",2964,"0,63","0,23","7792,02","72,35","33,59","2,15","0,68","1,77","4,43",10,"6,15","10,39","5,17","7,2","0,38","0,47","25,24"
"158,23",1449,15,"31,31","59,02","32,51","76,21","152,42","1489,5","1,82","0,73","0,53","42,95","50,36","5,59","0,97","40,5","0,96","17,28","0,53","0,82","0,51","0,48",1920,"0,75","0,57","6028,53","62,63","31,31",2,"0,7","1,86","3,37","8,58","7,07","8,25","4,35","5,87","1,34","0,76","22,14"
"149,1","1145,5","12,02","31,24","60,4","24,06","136,17","142,75",1175,"2,51","0,65","0,4","38,19","47,46","4,91","0,97","29,5","0,96","19,41","0,94","0,75","0,4","0,38",2254,"0,51","0,9","4565,92","62,48","26,9","2,32","0,63","1,53","4,47","11,51","-6,81","-10,47","5,49","7,21","0,28","0,09","20,19"
"154,61","1230,5","12,53","32,04","61,01","25,52","121,95","147,08","1262,5","2,39","0,65","0,42","39,58","49,21","5,07","0,97",32,"0,95","19,43","0,74","0,77","0,41","0,39",2160,"0,57","0,68","4891,18","63,6","26,52","2,4","0,64","1,58","4,06","-10,04","-6,15","10,13","5,27","7,08","0,5","0,17","20,79"
"165,34",1569,"14,87","33,35","65,74","31,62","136,81","158,76",1605,"2,08","0,72","0,46","44,7","52,63","5,51","0,98",36,"0,96","17,42","0,94","0,77","0,45","0,45",2650,"0,59","0,45","6530,78","66,71","31,24","2,14","0,68","1,76","3,89","9,48","6,48","-9,29","4,85","6,67","0,79","0,34","23,17"
"162,47","1177,5",10,"34,18","72,71","21,76","17,49","154,48","1230,5","3,34","0,56","0,28","38,72","51,72","4,54","0,96",53,"0,95","22,42","0,49","0,68","0,28","0,29",2080,"0,57","0,45","4970,88","68,35","21,98","3,11","0,55","1,27","3,56","8,96","7,28","8,44","4,43","8,95","0,65","0,55","20,92"
"148,47","1244,5","14,04","28,66","57,17","29,1","86,16","141,88",1293,"1,96","0,71","0,48","39,81","47,26","5,26","0,96","48,5","0,96","17,71","0,53","0,79","0,49","0,49",1798,"0,69","0,39","5225,78","57,22","32,42","1,77","0,69","1,81","3,2","7,76","5,1","8,16","4,09","5,49","1,37","0,45","20,49"
"161,54",1339,"12,65","32,96","66,83","26,84","70,53","154,43",1397,"2,49","0,64","0,38","41,29","51,42","5,05","0,96",58,"0,96","19,49","0,58","0,74","0,38","0,38",2232,"0,6","0,64","5634,25","65,92","30,58","2,16","0,63","1,54","3,21","-8,13","-5,1","8,3","4,3","7,48","1,21","0,98","21,64"
"154,47","1266,5",13,"31,47","62,98","25,95","161,98","147,39",1303,"2,43","0,67","0,41","40,16","49,17","5,06","0,97","36,5","0,95","18,84","0,52","0,74","0,41","0,41",1952,"0,65","0,51","5134,91","62,94","28,05","2,24","0,64","1,58","4,3",10,"6,32",10,"5,13","7,04","0,33","0,21","21,01"
"163,44","1440,5","13,93","32,93","66,3","28,25","152,74","155,69",1481,"2,35","0,68","0,42","42,83","52,02","5,26","0,97","40,5","0,95","18,54","0,69","0,75","0,42","0,42",2320,"0,62","0,39","5883,86","65,86","29,18","2,26","0,66","1,65","3,8","-9,67","-5,92","9,32","4,92","7,05","0,49","3,5","21,71"
"175,92","1649,5","14,76","35,51","69,94","30,45","122,31","167,22","1707,5","2,3","0,67","0,43","45,83",56,"5,48","0,97",58,"0,95","18,76","0,77","0,76","0,42","0,42",2867,"0,58","0,24","6690,57",70,"31,02","2,26","0,65","1,64","3,44","-8,86","-5,54","-8,58","4,54","7,51","1,06","0,61","23,81"
"171,24","1425,5","12,73","36,43","74,44",27,"39,65","164,46",1465,"2,76","0,61","0,33","42,6","54,51","4,94","0,97","39,5","0,96","20,57","0,93","0,7","0,34","0,35",2805,"0,51","0,5","6313,85","72,86","26,72","2,73","0,6","1,44","3,17","7,5","4,87","7,65","3,89","8,84","1,29","0,51","22,85"
"154,12","1386,5","14,32","30,73","59,96","29,55","110,79","147,14","1423,5","2,03","0,73","0,49","42,02","49,06","5,43","0,97",37,"0,95","17,13","0,62","0,78","0,48","0,47",2088,"0,66","0,45","5565,08","60,42","30,8","1,96","0,69","1,81","4,34","-10,73","-6,59","-10,61","5,56","5,76","0,38","0,2","21,59"
"162,85",1112,"10,77","32,02","68,42","27,21","100,95","153,03","1317,5","2,51","0,53","0,3","37,63","51,84","4,55","0,84","205,5","0,94","23,85","0,52","0,71","0,31","0,34",2079,"0,53","0,39","5848,81","63,6","28,13","2,26","0,57","1,41","2,27","-6,11","-4,03","-6,71","3,31","8,23","1,86","4,81","19,3"
"142,57",1229,"13,93","28,16","55,21","28,78","101,02","137,1","1254,5","1,92","0,76","0,51","39,56","45,38","5,32","0,98","25,5","0,96","16,54","0,55","0,79","0,5","0,49",1650,"0,74","0,49","4991,38","55,97","33,04","1,69","0,71","1,88","4,64","-11,35","-6,93","-11,32","5,91","5,96","1,18","1,7","20,4"
"171,38","1097,5","9,19","37,91","76,35","19,49","136,47","165,26",1165,"3,92","0,47","0,24","37,38","54,55","4,28","0,94","67,5","0,96","26,76","0,91","0,69","0,24","0,24",3074,"0,36","0,53","4675,24","75,82","19,34","3,92","0,47","1,04","2,81","6,35","3,99","-6,73","3,28","11,18","1,05","0,85","21,43"
"158,23",1383,"13,34","31,67","64,31","27,55","101,19","150,93",1420,"2,33","0,69","0,43","41,96","50,36","5,23","0,97",37,"0,95","18,1","0,49","0,75","0,41","0,42",1953,"0,71","0,5","5566,88","62,82","28,43","2,21","0,66","1,64","4,67","-13,17","-7,1","-10,88","5,7","6,86","0,25","0,16","21,81"
"156,41","1214,5","11,66","32,93","65,8","23,91","42,25","150,34",1244,"2,75","0,62","0,36","39,32","49,79","4,85","0,98","29,5","0,96","20,14","0,94","0,73","0,35","0,35",2350,"0,52","0,52","4942,47","65,86","24,52","2,69","0,6","1,43","3,7","8,42","5,23","8,7","4,34","8,56","2,19","4,23","20,62"
"156,51",1216,"12,04","32,88","62,69","24,93","43,6","148,4","1261,5","2,51","0,62","0,39","39,35","49,82","4,97","0,96","45,5","0,95","20,14","0,96","0,75","0,38","0,37",2303,"0,53","0,79","4910,75","65,76",27,"2,44","0,63","1,52","4,61","10,35","6,3","-10,55","5,32","7,63","0,24","0,07","20,91"
"148,57",1214,12,"29,72","61,55","26,25","100,56","142,43",1248,"2,34","0,69","0,41","39,32","47,29","5,01","0,97",34,"0,96","18,18","0,49","0,74","0,39","0,4",1711,"0,71","0,58","5076,65","58,94","25,32","2,33","0,65","1,62","3,71","-9,3","-5,75","-9,12","4,79","8,25","1,39","1,44","21,01"
"144,23",1087,"11,18","29,81","60,31","23,37","19,8","137,9",1115,"2,58","0,66","0,38","37,2","45,91","4,79","0,97",28,"0,96","19,14","0,55","0,73","0,37","0,38",1736,"0,63","0,94","4428,37","59,62","23,88","2,5","0,63","1,53","4,15","9,48","5,86","9,67","4,89","5,42","0,28","1,65","18,34"
"159,1","1258,5","11,18","32,25","69,31","23,59","62,15","150,86",1291,"2,94","0,62","0,33","40,03","50,64","4,81","0,97","32,5","0,95","20,11","0,72","0,69","0,32","0,35",2337,"0,54","0,51","5135,95","64,5","24,55","2,63","0,6","1,42","4,66","10,83","6,76","-10,68","5,51","7,85","0,23","0,12","21,07"
"194,31",1744,"12,81","40,14","83,1","29,77","139,67","184,73",1888,"2,79","0,58","0,32","47,12","61,85","5,17","0,92",144,"0,95","21,65","0,87","0,71","0,31","0,32",3465,"0,5","0,17","7771,87","80,28","30,7","2,61","0,57","1,37","2,71","-7,04","-4,47","-7,3","3,75","10,03","2,05","1,57","25,12"
"140,57",865,"8,54","30,08","61,5","18,11","164,9","133,82",903,"3,4","0,55","0,29","33,19","44,74","4,23","0,96",38,"0,95","22,84","0,42","0,69","0,28","0,28",1475,"0,59","0,74","3498,7","60,17","19,16","3,14","0,54","1,23","4,15","8,88","5,19","-9,7","4,53","8,02","0,22","0,18","18,07"
"166,02",1544,"14,76","32,89","65,85","31,01","70,67","159,02","1587,5","2,12","0,7","0,45","44,34","52,85","5,46","0,97","43,5","0,96","17,85","0,62","0,77","0,45","0,45",2457,"0,63","0,6","6415,27","65,79","31,43","2,09","0,67","1,71","3,28","-8,48","-5,42","8,45","4,45","6,75","1,21","0,92","22,9"
"132,08",795,"8,06","27,89","59,04","17,71","169,13","126,25","838,5","3,33","0,57","0,29","31,82","42,04","4,14","0,95","43,5","0,96","21,94","0,42","0,68","0,27","0,29",1265,"0,63","0,8",3284,"55,79","20,55","2,71","0,55","1,27","4,26","9,49","5,71","-9,75","4,87","7,17","0,78","1,3","16,83"
"170,07","1202,5","9,43","36,53","78,94","19,96","147,88","162,38",1259,"3,95","0,52","0,25","39,13","54,13","4,4","0,96","56,5","0,95","24,05","0,66","0,65","0,24","0,26",2688,"0,45","0,49","4949,5","73,06","21,08","3,47","0,49","1,11","6,55","14,51","8,97","-14,06","7,17","8,55","0,85","2,43","19,84"
"149,98","1142,5",11,"30,92","63,94","23,53","101,12","144,11",1183,"2,72","0,64","0,36","38,14","47,74","4,77","0,97","40,5","0,96","19,69","0,46","0,72","0,34","0,36",1708,"0,67","0,72","4726,67","61,19","23,33","2,62","0,61","1,45","3,92","8,82","5,47","-9,08","4,54","7,46","0,5","0,26","20,14"
"142,18","797,5",7,"30,15","62,26","17,51","179,86","137,03","861,5","3,56","0,5","0,26","31,87","45,26","4,04","0,93",64,"0,96","25,35","0,3","0,7","0,22","0,23",1098,"0,73","0,74","3424,75","60,3","18,36","3,28","0,46","1,03","2,78","-7,64","-4,48","6,88","3,66","8,96","1,04","0,72","17,8"
"157,15","1076,5",10,"33,46","67,33","20,95","98,96","150,29",1131,"3,21","0,55","0,3","37,02","50,02","4,51","0,95","54,5","0,96","22,94","0,37","0,71","0,3","0,3",1675,"0,64","0,43","4430,77","66,61","23,53","2,83","0,53","1,23","3,08","7,28","4,71","-7,36","3,75","9,03","0,84","0,64","20,23"
"154,12","1212,5","11,4","31,66","63,98","24,17",160,"146,49",1253,"2,65","0,64","0,38","39,29","49,06","4,91","0,97","40,5","0,95","19,59","0,57","0,73","0,36","0,36",2040,"0,59","0,42","4859,3","63,32","24,35","2,6","0,62","1,5","3,89","-9,45","-5,75","-10,04","4,99","7,3","0,52","0,36","20,6"
"136,91",903,"10,44","28,78","55,86","20,59","5,61","130,6",938,"2,71","0,61","0,37","33,91","43,58","4,54","0,96",35,"0,95","20,76","0,4","0,74","0,37","0,36",1334,"0,68","0,82","3613,51","57,56","21,82","2,64","0,6","1,43","4,09","8,94","5,37","-9,58","4,59",8,"1,09","1,9","18,13"
"164,51",1420,"13,42","33,74","69,77","27,47","124,93","157,53","1455,5","2,54","0,66","0,37","42,52","52,37","5,09","0,98","35,5","0,96","19,06","0,85","0,72","0,38","0,4",2484,"0,57","0,42","6020,85","67,48","28,65","2,36","0,64","1,57","3,41","7,68","4,8","-8,29","3,98","7,47","2,21","6,17","20,46"
"181,62",1326,"10,61","39,44","83,09","21,28","40,53","174,51",1422,"3,9","0,51","0,24","41,09","57,81","4,51","0,93",96,"0,96","24,88","0,85","0,67","0,26","0,27",3286,"0,4","0,56","5554,13","78,87","22,96","3,44","0,48","1,08","3,35","8,06","5,35","7,89","4,09","11,26","0,72","0,26","22,86"
"168,65",1347,"12,02","35,79","72,11","24,35",40,"161,63",1398,"2,96","0,6","0,33","41,41","53,68","4,88","0,96",51,"0,96","21,12","0,89","0,71","0,33","0,34",2800,"0,48","0,53","5516,01","71,59","24,41","2,93","0,57","1,35","5,35","11,65","6,67","-11,96","5,96","9,13","0,19","0,22","22,25"
"151,4",919,"8,25","31,95","69,07","18,23","164,54","143,75",976,"3,79","0,5","0,25","34,21","48,19","4,12","0,94",57,"0,95","24,94","0,45","0,66","0,24","0,26",1736,"0,53","0,61","3954,89","63,89","18,38","3,48","0,49","1,12","2,98","7,69","-5,53","-7,19","3,78","9,02","0,91","0,83","18,91"
"146,71",1042,"10,44","31,02","61,96","21,92","110,38","140,38","1091,5","2,83","0,61","0,35","36,42","46,7","4,63","0,95","49,5","0,96","20,66","0,53","0,72","0,34","0,34",1829,"0,57","0,74","4267,38","60,93","23,17","2,63","0,59","1,4","3,66","8,17","4,99","-8,66","4,21","7,49","0,55","0,17","19,34"
"151,64","1202,5","12,53","31,48","63,14","25,87","159,03","145,99","1232,5","2,44","0,66","0,38","39,13","48,27","4,92","0,98",30,"0,96","19,12","0,52","0,74","0,4","0,4",1860,"0,65","0,49","5132,49","62,97","26,55","2,37","0,63","1,54","3,55","8,57","5,68","-8,5","4,41","7,2","0,68","0,55","20,58"
"137,3","919,5","9,85","28,43","57,85","20,32","155,84","130,36",946,"2,85","0,61","0,35","34,22","43,7","4,5","0,97","26,5","0,95","20,5","0,6","0,72","0,34","0,35",1696,"0,54","0,84","3692,14","56,86","20,8","2,73","0,6","1,41","4,31","9,47","5,68","9,9","4,86","6,96","0,25","0,2","18,14"
"163,64","1595,5","15,3","32,07","66,85","31,78","82,9","157,7",1625,"2,1","0,75","0,45","45,07","52,09","5,51","0,98","29,5","0,96","16,78","0,5","0,75","0,46","0,48",2048,"0,78","0,54","6673,93","64,13","32,39","1,98","0,69","1,82","3,74","8,68","5,47","9,27","4,53","6,23","0,83","0,38","23,19"
"159,1","1305,5","12,53","32,76","64,64","26,04","30,65","151,73","1340,5","2,48","0,65","0,4","40,77","50,64","5,07","0,97",35,"0,95","19,39","0,74","0,75","0,39","0,38",2394,"0,55","0,63","5287,11","65,51","26,67","2,46","0,63","1,53","3,65","8,03","4,91",-9,"4,14","7,56","0,6","0,49","21,44"
"148,51",973,"9,19","31,62","65,53","19,46","35,73","142,2",1011,"3,37","0,55","0,29","35,2","47,27","4,35","0,96",38,"0,96","22,67","0,75","0,69","0,28","0,29",2120,"0,46","0,66","4005,48","63,25","19,97","3,17","0,53","1,21","3,29","9,26","-5,36","-7,92","4,18","8,5","0,72","0,48","19,11"
"129,25",814,"8,94","26,88","56,31","18,97","167,09","123,86","849,5","2,97","0,61","0,33","32,19","41,14","4,29","0,96","35,5","0,96","20,52","0,46","0,7","0,32","0,33",1248,"0,65","0,98","3356,2","53,76","19,52","2,75","0,59","1,39","3,71","-9,1","-5,52","9,14","4,74","6,56","0,34","1,25","16,74"
"126,71",863,"10,3","26,08","51,43","21,37","147,74","121,4",888,"2,41","0,68","0,42","33,15","40,33","4,62","0,97",25,"0,96","18,6","0,73","0,75","0,4","0,39",1485,"0,58","0,84","3452,02","52,15","22,12","2,36","0,65","1,59","4,33","11,32","-6,74","10,19","5,35","5,77","0,27","0,16","17,33"
"125,15","763,5","9,06",26,"51,59",20,"21,35","119,35",793,"2,58","0,61","0,37","31,18","39,84","4,34","0,96","29,5","0,95","20,52","0,49","0,74","0,35","0,35",1176,"0,65","0,69","3241,85",52,"20,06","2,59","0,61","1,48","3,06","8,03","-6,46","7,53","3,98","5,78","1,02","3,58","15,48"
"139,3","861,5","10,82","26,28","52,21","24,69","115,47","127,9","1018,5","2,11","0,56","0,4","33,12","44,34","4,58","0,85",157,"0,92","22,52","0,62","0,78","0,41","0,41",1550,"0,56","0,23","4050,15","51,48","27,65","1,86","0,6","1,55","2,46","5,89","4,13","6,04","3,05","6,41","2,3","1,38","17,15"
"113,94",645,"7,28","23,42","54,7","17,35","7,41","111,12",679,"3,15","0,62","0,27","28,66","36,27","3,87","0,95",34,"0,98","20,13","0,41","0,65","0,27","0,31",874,"0,74","0,98","2981,81","46,84","21,5","2,18","0,58","1,37","3,29","7,59","4,8","-7,78","3,91","5,96","0,69","0,35","15,18"
"117,05",716,"10,3","23,2","45,75","21,11","132,76","111,94","747,5","2,17","0,66","0,44","30,19","37,26","4,46","0,96","31,5","0,96","19,14","0,95","0,78","0,45","0,44",1368,"0,52","0,85","3033,13","46,23","22,07","2,09","0,65","1,67","2,83","6,85","4,57","-7,13","3,59","3,46","1,18","1,97","14,56"
"85,01","377,5","5,83","17,67","36,6","13,45","156,44","81,86","389,5","2,72","0,66","0,36","21,92","27,06","3,62","0,97",12,"0,96","19,14","0,48","0,71","0,32","0,33",528,"0,71","0,24","1546,71","35,34","13,93","2,54","0,62","1,49","4,65","10,19","6,05","10,66","5,23","4,05","0,1","0,08","11,49"
"124,95","914,5","11,31","24,91","51,33","23,48","131,65","120,7","934,5","2,19","0,74","0,44","34,12","39,77","4,76","0,98",20,"0,97","17,07","0,97","0,75","0,44","0,45",1560,"0,59","0,74","3785,68","49,52","23,56","2,1","0,68","1,75","4,04","-11,37","-6,6","9,71","5,13","5,16","1,64","2,42","17,35"
"148,57",967,"9,49","30,84","65,43","20,5","164,36","140,91","1017,5","3,19","0,55","0,29","35,09","47,29","4,34","0,95","50,5","0,95","22,83","0,47","0,69","0,29","0,31",1680,"0,58","0,77","4213,72","61,68","21,34","2,89","0,56","1,3","2,98","6,8","4,29","-7,19","3,52","8,29","1,38","3,26","18,54"
"126,43",725,"7,62","26,09","57,22","17,42","6,26","121,14",770,"3,28","0,57","0,28","30,38","40,24","4,02","0,94",45,"0,96","22,05","0,35","0,67","0,27","0,29",936,"0,77","0,94","3131,81","52,17","17,53","2,98","0,54","1,27","3,08","7,08","4,48","-7,31","3,65","6,93","0,84","0,43","16,31"
"134,81","929,5","10,77","27,58","54,25","22,52","19,92","128,23","964,5","2,41","0,64","0,4","34,4","42,91","4,67","0,96",35,"0,95","19,55","0,58","0,75","0,4","0,39",1560,"0,6","0,77","3838,21","55,15","24,6","2,24","0,64","1,57","3,15","-8,25","-5,23","8,03","4,26","5,62","0,7","3,1","17,15"
"148,85",999,"9,9","31,22","62,75","21,1","32,78","142,47","1053,5","2,97","0,57","0,32","35,66","47,38","4,5","0,95","54,5","0,96","22,18","0,67","0,72","0,32","0,32",1944,"0,51","0,52","4158,36","62,43","21,67","2,88","0,55","1,29","2,79","6,58","4,29","6,78","3,41","8,14","1,25","0,79","19,22"
"118,08",680,"8,54","24,04","49,5","18,03","164,56","112,03",708,"2,75","0,61","0,35","29,42","37,59","4,18","0,96",28,"0,95","20,51","0,51","0,72","0,35","0,36",1128,"0,6","0,64","2804,04","48,08","21,02","2,29","0,61","1,47","3,42","7,97","5,09","-8,12","4,11","5,78","0,64","0,49","15,57"
"122,95","790,5","9,85","25,83","51,79","19,91","134,62","118,54",812,"2,6","0,66","0,38","31,73","39,14","4,41","0,97","21,5","0,96","19,12","0,97","0,73","0,38","0,38",1482,"0,53","0,59","3239,03","51,09","21,2","2,41","0,63","1,52","4,95","11,06","6,63","11,25","5,67","6,02","0,16","0,09","16,76"
