Blue mean,Green mean,Red mean,Blue std,Green std,Red std,Hue mean,Saturation mean,Value mean,Hue std,Saturation std,Value std,L mean,a mean,b mean,L std,a std, b std,Class
"159,0209","113,6508","119,1148","5,3649","18,6046","19,3515","124,5338","73,6606","159,0216","4,7551","28,65","5,3647","127,5563","140,8049","104,2575","17,0031","5,0493","9,663",o
"162,125","109,1468","107,9757","7,1491","15,2752","16,5291","119,8867","89,0029","162,1309","5,2658","23,8403","7,1399","122,4887","140,8087","99,3242","13,9485","4,6452","8,0046",o
"173,2738","129,7387","130,144","6,473","12,0388","13,1554","121,1272","67,7503","173,2829","5,6699","17,5609","6,4688","142,3441","138,1225","105,0336","10,8559","3,2033","6,2128",o
"168,3744","115,7012","117,0502","7,6913","13,9419","15,7546","121,5424","83,0483","168,3851","6,1366","20,2626","7,6807","129,5493","141,2129","100,0633","12,7943","3,925","7,4213",o
"169,1507","130,8259","136,3205","5,2309","10,6456","10,4649","124,8558","58,0078","169,2597","9,6765","15,0537","5,1141","143,9466","138,3865","108,4225","9,4887","2,9099","5,5967",o
"167,9464","106,1052","112,3602","7,947","25,9","24,7081","123,1498","96,282","167,9498","5,6145","35,2335","7,9421","122,0891","145,9545","95,6166","22,8763","8,19","12,6527",o
"159,3555","111,4274","113,3404","6,7335","20,2371","20,4763","121,1935","77,8495","159,393","6,839","30,4709","6,702","124,8271","140,5133","102,3797","18,4077","5,7198","10,6659",o
"153,9037","82,6208","81,7671","13,1655","23,0559","24,6611","120,818","126,4944","154,0066","9,0871","31,6737","13,1169","97,9358","148,2069","88,9307","21,4846","6,8354","11,2251",o
"158,2593","122,0227","151,6472","8,6143","20,0499","16,5847","139,1655","65,0471","162,7368","33,1507","22,3536","10,314","140,6845","146,4501","112,8495","17,0935","6,3211","9,9197",o
"162,0441","93,2038","103,9936","10,0092","18,9008","22,0864","125,6522","108,9099","162,0774","6,7797","26,2636","10,021","110,8758","149,5542","92,23","17,686","5,695","9,7342",o
"164,8956","117,7447","124,4367","7,9039","27,0104","24,4939","121,8144","76,7883","165,21","19,2279","34,1101","8,075","132,1061","141,7733","103,5975","23,7537","7,9266","12,1972",o
"156,2139","125,6709","127,8594","5,7504","15,5447","20,047","120,0112","54,2416","157,086","24,2714","21,291","6,7676","137,3874","135,7165","111,8833","15,1672","2,7159","7,8059",o
"157,4851","112,3216","107,6686","6,628","14,2783","14,149","117,0981","81,7262","157,4851","4,3106","20,0184","6,628","124,0713","137,4148","103,0244","13,0201","4,5451","6,7765",o
"163,1931","98,0279","109,2447","5,6118","24,8763","28,2493","128,0663","102,8434","163,7274","10,9139","37,4244","5,7579","115,5153","148,8907","94,3114","22,7938","7,2006","14,0122",o
"160,849","106,2647","109,2393","8,0407","16,776","17,7914","122,2246","88,4233","160,8966","7,5067","23,6472","7,9951","120,5824","142,6409","98,9462","15,4208","4,4819","8,6064",o
"159,9735","108,129","108,3496","6,207","15,5649","17,5781","120,0494","86,7934","160,0817","9,2714","25,1609","6,0867","121,6541","141,0112","100,0809","14,1848","5,2904","9,2251",o
"163,4572","105,0496","115,5913","5,8799","25,3477","28,4988","129,411","91,9379","164,0375","12,032","38,1978","6,1582","121,6004","146,5572","97,8913","23,2606","6,959","14,3312",o
"168,2844","105,4141","110,4908","8,3394","20,5304","23,5792","123,7369","97,5207","168,3215","6,7001","28,8659","8,3083","121,2486","145,8337","94,9309","19,0564","5,2327","10,6862",o
"174,9318","120,9538","135,4708","6,2662","14,6651","14,6647","128,9567","78,9624","175,0416","6,2597","19,608","6,2738","137,7516","145,3859","101,3882","12,9522","4,2012","7,419",o
"169,5346","114,7401","126,2093","6,2522","13,5037","13,7873","126,7695","82,4859","169,5346","3,4697","18,9719","6,2522","130,9622","144,8323","100,2759","12,2433","3,9303","6,8991",o
"160,4447","124,983","149,206","6,8628","18,0353","14,5057","139,2208","60,2203","163,1343","27,307","22,9115","7,4889","142,2481","144,3229","112,4622","15,2316","5,6462","9,3161",o
"155,581","118,6183","132,0846","7,2998","15,1676","16,6173","131,9551","62,2474","156,6676","18,9407","20,4527","7,4502","133,4322","141,1187","109,9547","14,1842","3,0943","8,2372",o
"155,0351","125,0182","136,7599","6,1349","13,6437","13,4634","132,7293","50,5719","155,7228","15,6461","18,8747","6,3593","138,8152","138,7534","113,4847","12,2361","4,0647","6,7717",o
"152,6686","123,7815","133,7249","5,7902","11,5968","11,5143","128,6661","48,85","152,8872","19,053","17,0448","5,7704","137,0959","137,8195","113,8301","10,4948","3,451","5,8956",o
"157,3669","119,5873","143,5132","9,2579","20,7529","15,732","140,1229","64,5479","159,5561","21,1262","26,803","8,8393","137,0331","144,8931","111,1143","17,5642","6,4073","9,759",o
"154,5298","118,8382","142,6145","9,3727","22,1039","17,1942","137,2489","63,2595","157,1595","30,3255","27,4959","9,9585","136,0164","144,4252","112,1527","18,9306","6,6488","10,2021",o
"131,9623","98,8751","121,432","9,0211","15,2536","12,8258","141,1826","67,0844","133,7792","17,3822","20,982","9,6072","115,258","143,8073","113,0181","13,7823","4,3463","7,2058",o
"151,3744","101,8139","134,1529","13,0788","21,3821","19,6907","139,3963","87,3857","153,7495","18,7841","23,803","13,6641","122,4367","150,8769","105,8514","19,4411","5,0434","9,6096",o
"156,7823","128,1402","146,4816","5,2606","14,142","9,3802","138,2944","48,1282","157,9305","17,9566","21,2472","6,0293","143,4695","140,5594","115,3699","10,2339","6,7262","6,2443",o
"150,0129","117,2575","133,4863","7,2363","13,1518","13,0433","135,9889","56,5665","150,5377","14,9813","18,1496","7,4512","132,2899","141,0253","112,5793","12,1558","3,5168","6,2323",o
"143,1927","112,1737","125,0369","7,3407","11,9707","11,4702","131,8518","55,7948","143,5369","16,0561","18,294","7,4182","126,259","139,519","112,9229","10,9818","3,8724","5,9414",o
"155,4646","131,9192","147,4","5,678","9,3434","8,0019","139,0451","39,6874","156,0993","18,6832","11,9358","5,8957","145,9221","138,4428","117,5929","8,3328","2,6045","4,5438",o
"155,12","135,4724","146,1619","5,4393","7,8022","6,8036","137,8576","32,8617","155,5327","10,3129","11,0416","5,3532","148,0321","135,899","118,996","6,8244","2,6788","3,7285",o
"158,4869","124,614","142,2039","6,3594","10,2942","9,8028","135,5479","55,5564","159,2763","16,3656","14,3555","6,2814","140,0866","141,6035","112,3797","8,999","3,1483","6,0045",o
"150,7087","120,8066","129,1568","5,6331","11,3003","10,4222","127,0496","50,7961","150,847","16,1877","19,0729","5,5828","133,8596","137,5746","113,0013","10,0074","3,7451","6,4039",o
"156,4582","135,1434","146,502","6,0366","14,1422","15,5073","122,2958","39,4859","159,2792","45,148","18,4599","6,8955","147,9789","136,6504","118,1398","12,9859","3,5816","8,2498",o
"147,5514","127,321","142,4345","5,401","12,0366","10,2103","142,8841","37,193","148,822","20,8754","13,8684","6,3305","140,9845","137,7614","119,1814","10,7797","2,8345","4,8316",o
"148,9119","122,9598","135,1055","5,7763","12,6687","11,1015","134,7395","44,808","148,9483","7,4895","16,3867","5,7801","136,4432","137,9255","115,6672","11,4456","3,2863","4,7151",o
"145,1266","112,8498","122,3588","5,6839","11,2928","10,755","129,1117","57,0297","145,169","7,839","16,4871","5,6882","126,2944","138,6026","111,7711","10,3203","3,2888","5,123",o
"155,4088","129,562","146,1436","7,6381","17,2228","12,04","140,716","44,0928","156,367","20,2222","23,3781","7,6917","144,0216","139,4466","116,4428","14,5289","5,581","7,441",o
"155,9385","130,811","144,3328","4,8917","13,4239","12,9916","135,3476","43,2833","157,3628","27,0095","18,0221","6,0571","144,507","138,181","116,3592","12,0397","3,7068","6,8379",o
"151,4636","121,8784","132,3127","5,781","10,6014","10,0583","127,8983","50,6909","151,9362","21,0861","15,9885","5,5887","135,3591","138,17","113,4868","9,4446","3,3175","5,9952",o
"154,9927","129,663","140,4009","5,6945","14,9258","16,6252","128,7694","45,054","156,989","33,0947","19,3899","7,1942","142,7814","137,3538","115,8852","13,7388","4,0123","7,9506",o
157,"125,5736","145,6626","7,62","15,3174","14,7209","136,0582","54,7924","159,8024","28,289","21,6847","7,9225","141,542","141,9513","114,0545","12,7177","6,4496","8,3799",o
"153,9365","124,4579","143,6355","6,9432","14,8482","12,2606","139,3423","50,9019","155,2514","20,895","19,8105","7,6104","139,9231","141,2117","114,8916","12,7894","4,6779","6,9282",o
"157,4581","134,7565","151,8638","7,5171","15,7723","14,3169","135,2113","42,7565","161,2142","37,469","16,9478","8,2875","149,0054","138,9604","118,2357","13,9692","3,8546","7,6319",o
"144,3378","113,3088","126,2158","8,3411","13,3592","13,2882","129,826","56,2817","145,1224","22,4142","19,0812","8,2204","127,3825","139,5688","112,972","12,4139","3,9404","6,8343",o
"150,2159","122,1802","137,764","6,6579","14,0289","12,8632","136,54","48,7036","150,7448","19,9475","18,4841","6,7668","136,6251","139,6578","115,0845","12,7333","3,6698","6,0291",o
"149,7398","126,0649","137,9704","9,57","16,244","14,8348","130,3522","42,4867","150,8888","32,7837","21,2632","9,3153","139,2973","137,4117","116,8843","14,7193","4,5579","7,3275",o
"151,1621","125,5154","138,6397","5,9141","13,2216","11,3627","133,9285","44,4573","151,7542","22,9571","18,1504","6,3144","139,1795","138,2022","115,9861","11,7026","3,7256","6,2391",o
"156,2859","133,898","144,4979","6,6686","12,6127","11,4551","131,6554","38,4794","157,3821","27,1258","16,2609","6,3768","146,6554","136,5211","117,4804","11,2237","3,2484","6,2633",o
"166,5045","138,2105","153,0242","5,3447","10,3448","11,5096","137,7713","45,2374","167,9671","17,3957","13,473","5,6697","152,3377","139,2291","115,0579","9,3879","2,3839","6,2304",o
"157,0034","130,8004","144,222","5,3167","10,1594","10,3821","137,1054","43,2419","157,5493","15,9691","15,6576","5,3927","144,5935","138,3604","115,8426","9,1927","2,6415","5,8685",o
"154,3668","122,1317","133,2095","5,7054","10,5096","9,9574","129,6685","53,6353","154,6289","15,1602","16,1666","5,656","136,0337","138,9971","112,1721","9,3542","3,4119","5,6839",o
"153,3522","122,3759","133,6626","6,7006","10,888","10,8406","128,9359","52,4391","153,9091","21,0426","15,3265","6,4063","136,207","138,7903","112,8678","9,8836","3,1474","5,9601",o
"152,0876","119,6987","128,258","7,9055","13,9158","13,7094","128,016","54,8611","152,3269","13,7205","18,5229","7,9598","133,0037","138,2724","111,6752","12,8404","3,529","6,1446",o
"155,387","128,4585","137,8315","5,9034","9,9534","9,7973","130,0224","44,9268","155,8476","18,0284","12,9865","6,0359","141,3963","137,1075","114,8556","9,0108","2,4226","4,9342",o
"153,3003","129,0607","143,1593","6,1191","12,381","11,1792","138,7255","41,8134","154,2108","20,1896","16,4268","6,3957","142,818","138,1855","116,9161","11,1762","3,1524","5,8877",o
"152,4879","116,8405","130,0997","5,8294","11,8781","10,3622","130,8589","60,1265","152,8417","16,2696","17,9223","5,8178","131,5034","140,6495","110,5833","10,4406","3,6201","6,3642",o
"150,8487","102,2656","116,337","9,2404","16,1565","16,336","130,5497","82,927","151,3069","11,2784","23,1649","9,0523","118,2767","144,5571","103,5079","14,9188","4,1109","8,3065",o
"153,7906","114,3623","131,1104","6,8314","12,3227","12,1869","133,6099","66,4364","154,4962","13,6556","16,6839","6,576","130,1537","142,7523","109,1066","11,224","3,2505","6,4257",o
"150,0406","113,0706","126,9614","6,9978","13,444","13,0035","132,9048","63,4299","150,3121","9,0553","18,3817","6,9585","127,9689","141,236","109,9228","12,362","3,455","6,0434",o
"146,5953","107,022","120,5903","5,8069","12,5605","13,0346","131,3257","68,9993","146,6579","6,1605","19,75","5,7189","122,0128","141,9161","108,3385","11,6394","3,7392","6,2197",o
"158,3042","113,0095","128,606","8,323","21,4229","20,9854","132,8577","74,3932","159,0215","14,6942","28,9269","8,5786","129,13","144,0827","105,7217","19,426","5,3747","10,3576",o
"151,3629","121,7308","129,9266","7,5746","18,1197","17,9563","130,1502","50,9122","151,6194","12,817","24,7266","7,7859","134,6354","137,5907","113,1215","16,7526","4,2148","7,9698",o
"158,1266","114,8547","124,9996","7,9058","17,2077","17,4161","129,2296","70,614","158,4485","10,8159","25,37","7,8149","129,5576","141,6937","106,0763","15,5977","4,5497","9,2091",o
"147,2228","96,1539","107,4039","14,6146","22,1412","24,1384","127,2445","90,4663","148,0795","16,8227","29,4411","14,6219","111,5936","144,7963","101,5372","21,4522","4,8651","10,6251",o
"149,012","101,3331","112,0966","13,1266","26,3796","27,8259","128,1969","84,1714","149,5711","15,5424","34,0786","13,3407","116,3249","143,6834","103,3234","25,2408","5,6047","11,0903",o
"148,3436","101,9042","111,8414","12,0543","25,5375","27,0687","121,9894","83,5707","149,9161","29,4824","34,7826","12,7152","116,7019","143,2359","103,9064","23,9144","6,1453","13,3923",o
"154,0598","103,9576","120,6953","9,4836","20,774","22,0078","131,0424","84,7057","155,0453","15,5326","28,7886","9,4344","120,8549","145,9449","103,1312","19,1409","5,675","10,6431",o
"149,1354","103,3194","114,7296","9,2303","21,7415","22,3799","125,4914","79,954","149,6208","20,5385","30,5953","9,7155","118,3841","143,1294","104,5161","20,2968","5,9516","10,4332",o
"149,8488","111,9865","122,4743","8,9931","20,1797","21,6176","129,0713","65,5781","150,227","17,6232","28,9802","9,1685","126,1764","140,5952","108,8723","18,8993","5,6481","9,4272",o
"140,8865","88,6711","92,2153","8,2623","18,164","19,7924","122,0973","96,4599","140,9882","10,9759","30,1838","8,2803","102,307","142,9469","99,5434","17,2947","5,3925","9,598",o
"158,3308","111,2499","117,0465","7,1345","18,7258","19,3001","123,9595","78,135","158,4073","9,4225","25,9195","7,1457","125,3499","141,3406","103,3674","17,1575","5,6114","8,7192",o
"149,0433","102,8765","107,0352","8,0125","14,973","16,0642","123,0113","80,311","149,2425","13,1846","23,6284","7,8592","116,4187","140,7877","103,3529","14,0006","4,1778","8,3556",o
"156,8141","100,1679","108,726","10,0998","20,3244","22,6171","124,3939","94,6324","157,542","18,0006","29,5829","9,6377","115,9317","145,4022","98,4442","18,7295","5,4942","11,6481",o
"159,9","117,5538","126,8741","10,0496","24,5047","26,7573","123,5352","71,1195","161,6084","30,7125","33,006","9,811","132,0036","141,5488","106,4471","22,6287","5,6412","13,1185",o
"148,3659","98,9446","105,8037","9,2721","24,3863","25,3688","126,9573","86,7602","148,6696","12,3331","38,225","9,1837","113,3904","143,1176","101,8219","22,5177","6,8746","12,8828",o
"156,7839","101,5121","112,3074","8,4262","18,8252","19,776","127,1718","90,9369","157,0148","8,2232","25,4787","8,5449","117,5121","145,402","99,4933","17,4131","4,7069","8,9949",o
"145,4592","84,5352","96,7268","10,2525","23,6553","27,0081","127,1631","107,9122","145,5477","8,482","34,7697","10,3724","101,1289","148,423","96,0237","22,8721","5,8224","11,1384",o
"153,4676","94,1686","95,5054","10,4577","21,1473","24,6996","122,32","104,6227","153,7178","10,7144","33,1049","10,4363","108,5611","144,4362","95,8443","19,9128","5,5595","11,3098",o
"156,3615","127,2739","135,6183","8,2515","21,8187","24,3527","119,5547","52,076","158,7541","39,1255","26,8261","10,2466","140,1319","137,6517","113,4554","20,4576","4,5557","11,0162",o
"149,0697","98,1725","114,8193","9,4621","20,4806","22,2546","132,0961","88,5988","150,2802","16,5606","31,9937","9,1274","115,0538","146,4426","102,5329","19,0322","5,4698","11,9692",o
"152,1204","104,4525","107,5363","8,0894","17,7821","19,9023","122,8817","81,9692","152,2016","10,7927","27,5328","8,0599","117,948","140,9491","102,4663","16,7682","4,4279","9,4478",o
"152,9125","105,5623","108,8427","5,9837","18,9269","21,7395","123,383","81,5131","152,9176","6,8832","30,3132","5,9802","119,1278","140,9672","102,6938","17,8539","5,2089","10,024",o
"148,4727","91,6986","92,886","9,7945","18,7149","20,7032","121,5648","101,7858","148,576","10,0277","31,8493","9,7215","105,6163","143,5783","97,0018","17,5068","5,3851","10,5022",o
"152,1322","113,6607","121,9505","5,911","15,0214","13,8645","126,905","65,3488","152,2108","7,1551","19,7834","5,9604","127,4048","139,7544","108,3054","13,6689","3,9991","6,1639",o
"161,5218","125,871","139,9843","4,6342","15,0269","14,181","134,0715","56,8057","161,7318","7,8334","20,2598","4,8861","140,6797","140,8046","110,8315","13,4816","3,716","6,8973",o
"160,7483","132,621","145,1765","3,7135","9,188","9,0406","134,7044","44,8764","160,8727","6,6015","12,0381","3,8599","146,3676","138,3432","114,7418","8,2722","2,2798","4,1686",o
"155,1417","133,281","147,925","3,6535","8,4075","8,3753","141,523","37,2556","156,0053","12,8449","9,4685","4,8124","146,928","137,7521","118,3754","7,6872","2,0009","3,754",o
"158,1764","130,0723","144,2891","3,7423","10,1576","9,9548","136,5273","46,1198","158,6784","12,701","13,0027","4,2281","144,2233","139,0137","114,9199","9,2237","2,3044","4,8409",o
"162,8696","135,4213","151,2701","3,4593","9,7325","8,7416","139,154","43,3267","163,0957","7,6047","13,3937","3,6531","149,7536","139,3768","115,5814","8,5891","2,5817","4,6788",o
"160,6604","131,7338","144,7615","4,589","11,4138","10,4943","134,6303","46,4922","160,9761","12,6027","14,3738","4,9825","145,6805","138,8205","114,3139","10,1487","2,8993","5,0574",o
"161,5867","121,5977","134,2486","5,2154","13,771","12,5646","129,9092","63,474","161,6209","6,4778","18,0039","5,2427","136,5034","141,3791","108,3497","12,159","4,116","5,9461",o
"165,1776","140,6714","156,3317","5,3519","15,1851","14,4711","141,9404","39,4739","166,1323","14,7429","18,3083","6,0835","154,5615","138,6975","117,1261","13,6602","3,4886","6,4761",o
"161,7734","114,6534","129,8811","5,4846","14,1873","14,3027","130,0931","74,6343","161,7846","4,7382","17,8709","5,501","130,8643","144,0864","104,7706","13,0128","3,6419","5,9173",o
"156,1005","114,9634","120,8964","5,8081","15,8468","14,9356","124,817","68,5087","156,1123","5,8922","21,2605","5,8153","128,4901","139,6725","106,5844","14,3408","4,2594","7,1147",o
"157,5362","129,807","139,9255","3,5199","9,1961","9,3165","132,3643","45,0812","157,633","6,9078","12,7831","3,5572","143,0088","137,5003","114,608","8,3637","2,1722","4,3118",o
"159,3247","127,783","144,2455","6,8773","12,6589","13,0752","136,4383","51,3126","159,7684","13,9831","15,2344","7,0824","142,7195","140,6264","113,4432","11,7825","2,9262","5,4493",o
"157,4583","126,7594","138,2023","3,9082","9,8652","9,9213","132,2272","49,9187","157,4913","5,7336","12,969","3,945","140,5302","138,6956","113,0753","9,0073","2,3419","4,3142",o
"157,0081","127,3763","139,491","4,9341","12,9343","13,2573","133,2966","49,0824","157,5305","16,581","16,6677","5,4447","141,207","138,7321","113,7249","11,8631","2,9122","5,9926",o
"160,5367","131,6934","149,2399","4,3129","9,339","8,7018","139,5967","46,6357","161,1162","10,8658","12,4065","4,626","146,5907","140,3126","115,066","8,3244","2,5065","4,6831",o
"163,4262","136,1581","151,6683","3,682","8,613","7,7244","137,5082","42,9132","163,6461","11,6849","11,191","3,7871","150,3549","139,2078","115,6283","7,6154","2,4275","3,9727",o
"157,6239","124,2024","136,3308","4,9931","13,5427","13,1626","132,4924","54,6103","157,7915","7,2211","17,1714","5,2062","138,386","139,639","111,7062","12,3525","3,0556","5,6804",o
"159,5403","134,0929","151,7577","5,0339","10,9844","10,2843","141,6344","41,9603","160,3482","14,4562","13,3231","5,7773","148,6809","139,6307","116,969","9,8358","3,0101","4,7455",o
"159,3391","131,622","149,3467","4,3875","10,5378","9,3868","141,6458","45,5594","160,1641","9,0787","13,4386","4,8045","146,4546","140,1739","115,7084","9,3606","2,7204","5,0664",o
"157,2903","130,0786","137,6247","5,0737","10,0059","12,2547","130,2053","44,5469","157,5437","10,9722","13,5123","5,1713","142,6111","136,5621","114,506","9,6645","1,6432","4,9907",o
"151,8259","128,6527","130,0269","5,9893","10,6536","13,5212","123,7682","41,3512","151,9811","11,9995","14,7068","6,1612","139,5393","133,5264","115,7512","10,4662","1,8264","4,7114",o
"150,636","114,2071","112,2526","8,9254","16,0865","21,0235","119,4169","70,5701","151,2312","19,5108","25,2589","9,1185","125,6035","136,0882","107,9889","15,8499","2,8249","8,2065",o
"153,432","130,3281","130,3274","5,7577","13,3301","17,4709","123,2317","43,0037","153,6286","14,9116","21,3147","5,9691","140,8774","133,1278","115,6383","13,1012","2,6058","6,5169",o
"153,7427","125,9114","127,7422","5,8406","14,1346","16,4127","123,9858","48,4545","153,8915","13,3609","20,531","5,9562","137,3028","134,8877","113,3052","13,4503","2,9569","6,8051",o
"155,5759","123,7589","128,2028","5,509","13,3269","16,7958","124,0787","53,6624","156,0099","19,5699","18,1955","5,9568","136,139","136,7688","111,5667","12,9593","2,3886","6,814",o
"154,303","128,2364","130,9299","5,0917","11,4227","13,7311","123,042","45,0893","154,5683","16,9512","16,8352","5,2495","139,6681","134,6795","114,4002","10,7995","2,9569","5,7921",o
"160,013","137,153","143,9531","4,2081","9,2388","10,4485","129,5429","37,0345","160,3288","16,1711","12,3957","4,357","149,0839","135,2474","116,7754","8,5853","2,0327","4,684",o
"155,711","127,9848","133,852","6,2939","12,6549","14,3381","125,4359","46,9382","156,4359","22,9453","18,8616","6,4076","140,257","136,211","113,9406","11,7098","3,2022","7,3464",o
"156,6334","131,3455","135,1269","6,2311","13,0695","14,8087","121,5455","42,8625","157,3548","25,7651","18,654","6,3697","142,93","134,8941","114,9981","12,2201","2,893","7,2829",o
"157,163","129,3421","130,362","5,6564","12,451","13,976","119,8986","47,5691","157,5235","21,713","20,9633","5,4824","140,6148","134,5803","113,2916","11,4474","2,9604","7,4021",o
"158,9802","117,1157","122,775","9,623","18,3575","21,0631","122,2528","69,7813","159,9842","23,3874","25,0564","9,2025","130,7227","139,9422","106,2409","17,2505","4,2336","10,2583",o
"150,9092","129,3393","130,4891","4,8967","9,9987","11,1986","121,6481","37,7959","150,9854","13,1575","15,5857","4,8961","140,0159","133,0404","116,6236","9,3833","2,5414","5,1448",o
"167,3618","144,1476","154,501","6,5258","18,9119","19,1964","116,1017","41,0834","170,6352","48,4817","20,7523","8,4885","156,6866","136,6866","117,078","16,9543","4,2023","9,7376",o
"155,7758","134,8054","136,6935","7,7565","15,9478","17,3861","116,4062","37,5674","156,6151","34,2605","23,7987","7,4699","145,5411","133,3284","117,0746","14,7943","3,6614","8,5517",o
"157,8631","134,9136","139,0931","8,1264","19,1184","20,3897","110,7305","41,9611","159,7616","44,5132","24,1091","8,7294","146,2762","134,6308","116,3035","17,6232","4,2576","9,7345",o
"158,3734","131,89","131,2047","8,4262","20,3604","23,9186","110,2737","51,1345","159,8603","36,6149","30,4714","8,7412","142,6106","133,9863","113,7343","19,1023","4,3008","10,9916",o
"154,9317","136,5396","139,0045","4,7446","8,6939","9,5275","121,7113","31,3741","155,1942","20,8756","11,7949","4,7149","147,2068","132,7356","118,491","8,096","2,0511","4,4169",o
"157,8516","132,5985","134,7192","7,0952","14,068","16,6109","118,3387","44,7904","159,0403","29,5226","19,2004","7,3164","143,8169","134,3436","114,8312","13,1965","2,8139","7,7559",o
"165,9425","141,6058","149,1467","5,0454","8,772","10,0123","130,4956","38,14","166,4361","15,1965","10,9609","5,2488","153,737","135,7796","116,1927","8,142","1,8606","4,5253",o
"157,757","123,23","153,872","8,5898","20,3952","13,971","147,3039","59,885","160,7647","15,9302","26,1678","10,5999","142,2102","146,2391","114,0678","15,7869","8,1593","8,2116",o
"155,3956","124,5237","146,5991","7,7573","13,4124","9,9662","141,886","51,1746","155,6211","11,8872","16,5308","7,9574","140,7798","142,4316","114,586","11,5687","4,2329","4,9153",o
"157,7072","129,3366","152,7756","5,5563","11,2329","7,6532","143,7897","47,4468","158,7756","19,9949","13,826","6,4578","145,6936","142,3126","116,226","9,2398","3,9706","5,0834",o
"150,3271","111,8861","131,0217","6,1335","13,5617","9,8342","135,7218","65,6552","150,5746","9,3378","19,9916","6,2504","128,2263","143,3836","109,8952","11,5472","4,5111","6,2588",o
"156,0243","123,8222","149,527","5,5138","12,3892","8,4755","144,2846","53,9291","156,8936","14,5394","16,3127","6,0431","141,1661","144,0321","114,3973","10,2527","4,3432","5,5258",o
"151,9839","119,2316","138,4585","8,6256","14,5511","11,8195","133,9558","57,4699","153,5047","26,536","17,6759","8,3425","135,0067","142,0602","113,0957","12,7003","4,1921","7,068",o
"152,1678","117,7199","137,9483","10,4333","16,1234","13,5949","132,6488","61,9829","154,6114","28,9163","18,027","9,306","133,9251","142,8611","112,2872","14,1414","4,6043","8,2746",o
"155,8869","126,1928","152,7364","7,9079","14,7159","10,5943","141,3662","52,9373","158,6216","29,5527","15,0981","8,4746","143,4776","143,821","115,8885","12,4027","4,4095","6,5422",o
"154,1601","117,7387","144,2919","9,9501","16,3972","12,0957","137,8894","64,3267","156,7575","27,1298","19,7503","8,4583","135,7227","145,4369","112,2128","13,8297","5,4593","8,0663",o
"156,6016","128,3158","152,2921","6,2832","10,4991","7,7422","144,2234","48,7483","158,4498","19,0728","10,885","6,3891","144,787","142,4867","116,2523","8,8408","3,356","4,6125",o
"164,6385","103,6093","117,1939","8,5078","18,1136","18,8384","127,4781","95,2265","164,7068","8,0597","24,8857","8,4888","121,0196","147,6637","97,0488","16,3667","5,4375","9,0909",o
"167,5552","125,1577","125,4806","5,5646","14,0141","14,5713","120,506","68,4338","167,5867","7,4172","20,118","5,5593","137,721","137,9326","105,5131","12,5475","4,0593","7,089",o
"170,6373","126,8281","132,2768","5,833","14,4201","15,0811","124,2325","66,5768","170,7167","8,9765","19,74","5,832","140,561","139,8768","105,4912","12,9603","4,0162","7,216",o
"169,2955","103,225","114,9425","6,5445","15,419","17,3227","125,9343","99,7151","169,2999","3,6835","21,4698","6,5403","120,8194","148,3901","94,1738","14,3418","4,0067","7,9111",o
"164,0437","91,6833","103,0907","7,9509","19,5735","21,738","125,4093","113,1709","164,0674","4,787","27,7201","7,9368","109,9012","150,8096","90,4274","18,2199","5,4329","9,8173",o
"168,7048","106,6705","112,7954","6,9093","14,3884","16,8418","123,5012","95,1663","168,7093","4,442","20,8317","6,9056","122,5948","145,4983","95,5794","13,3355","4,1689","7,5982",o
